x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6613943576812744,0.749186635017395,-7.376413577731e-07,0.5838735103607178,0.670656144618988,-0.014617286622524261,0.5403514504432678,0.5506347417831421,-0.0195454228669405,0.5247578620910645,0.45608681440353394,-0.029838677495718002,0.5030850172042847,0.38359981775283813,-0.03555213660001755,0.5884721875190735,0.46872007846832275,0.014965958893299103,0.58241206407547,0.39173680543899536,-0.028213316574692726,0.5890735387802124,0.46997106075286865,-0.05701348930597305,0.59568852186203,0.5434474349021912,-0.06834603101015091,0.6450326442718506,0.4790153503417969,0.00469615263864398,0.640980064868927,0.40058785676956177,-0.04124651476740837,0.6336606740951538,0.505578339099884,-0.05629129335284233,0.6331272721290588,0.581743597984314,-0.052963003516197205,0.699334979057312,0.5063262581825256,-0.012859050184488297,0.6974706053733826,0.43753403425216675,-0.055461395531892776,0.6763436794281006,0.5357868075370789,-0.046086136251688004,0.6662158370018005,0.6046442985534668,-0.02560333162546158,0.7536774277687073,0.5462257266044617,-0.03221715986728668,0.7514947652816772,0.49083393812179565,-0.055173709988594055,0.7227333784103394,0.5448673963546753,-0.04204722121357918,0.7051913738250732,0.5877305269241333,-0.02391412854194641,A
0.28078141808509827,0.7267569899559021,-8.108234510473267e-07,0.21980102360248566,0.6603913903236389,-0.008108116686344147,0.19074136018753052,0.5508373379707336,-0.010722493752837181,0.17724016308784485,0.4752933979034424,-0.01871468499302864,0.15065154433250427,0.41706958413124084,-0.02378319390118122,0.24400416016578674,0.46122661232948303,0.01960720680654049,0.21198375523090363,0.4213360846042633,-0.016877150163054466,0.20859402418136597,0.49144691228866577,-0.04168099910020828,0.2145853489637375,0.5529460906982422,-0.05107186734676361,0.2852444052696228,0.47315242886543274,0.009698321111500263,0.24951285123825073,0.434040904045105,-0.024794183671474457,0.24094776809215546,0.5232919454574585,-0.03559822961688042,0.24625876545906067,0.5833234786987305,-0.033004362136125565,0.32786235213279724,0.4983684718608856,-0.006654971279203892,0.2925628125667572,0.45884671807289124,-0.03969263657927513,0.276361882686615,0.5465877056121826,-0.030909664928913116,0.2781662940979004,0.6035216450691223,-0.014407078735530376,0.3719181418418884,0.535792350769043,-0.024445516988635063,0.3378334641456604,0.49825194478034973,-0.04208074510097504,0.31328001618385315,0.5495044589042664,-0.030886981636285782,0.3084721267223358,0.5871968269348145,-0.015778381377458572,A
0.8373798727989197,0.718696653842926,-4.487559976951161e-07,0.7667770385742188,0.6334036588668823,-0.020132452249526978,0.730004072189331,0.5261741876602173,-0.023375436663627625,0.7203429341316223,0.42876362800598145,-0.030962292104959488,0.703866720199585,0.3584924340248108,-0.033565595746040344,0.7755190134048462,0.45973727107048035,0.03298121690750122,0.7853235602378845,0.3896854519844055,-0.005215485580265522,0.7955948114395142,0.4488312602043152,-0.03573298454284668,0.7966296076774597,0.5112929344177246,-0.0488055981695652,0.8284503221511841,0.47376060485839844,0.02903364598751068,0.8458351492881775,0.41056331992149353,-0.015776820480823517,0.8382898569107056,0.49604031443595886,-0.03957774117588997,0.8248654007911682,0.5656485557556152,-0.0424705445766449,0.8763163685798645,0.50048828125,0.016579294577240944,0.8948597311973572,0.45022764801979065,-0.026464099064469337,0.8725278973579407,0.5263621211051941,-0.02816900610923767,0.851451575756073,0.5876024961471558,-0.014542992226779461,0.9209450483322144,0.537279486656189,0.001986690564081073,0.937218189239502,0.49888181686401367,-0.021979928016662598,0.9118987321853638,0.5411160588264465,-0.015920933336019516,0.8894104957580566,0.579673171043396,-0.00226004421710968,A
0.5582724213600159,0.8383626937866211,-1.2572802461363608e-06,0.42997607588768005,0.6988282799720764,-0.031876642256975174,0.3691418766975403,0.4814823269844055,-0.0411820113658905,0.3500382900238037,0.3156282901763916,-0.057227060198783875,0.3047674894332886,0.20641657710075378,-0.06424999982118607,0.44912511110305786,0.3656470775604248,0.015063461847603321,0.44460350275039673,0.23389746248722076,-0.058408740907907486,0.4558010995388031,0.3780876696109772,-0.10425012558698654,0.4652649164199829,0.49847128987312317,-0.1223641186952591,0.5421187281608582,0.3865048885345459,0.002064245054498315,0.5431158542633057,0.2634272277355194,-0.07701756805181503,0.5286552309989929,0.45253267884254456,-0.09678884595632553,0.5258365273475647,0.5678532123565674,-0.08888588845729828,0.6263303756713867,0.4379611313343048,-0.023921014741063118,0.6352075338363647,0.3146907687187195,-0.0970819741487503,0.5963960289955139,0.48651108145713806,-0.07185810804367065,0.5799224972724915,0.5943130254745483,-0.032589878886938095,0.7080327272415161,0.5090880990028381,-0.05405709147453308,0.719387948513031,0.4100917875766754,-0.09397734701633453,0.6717718839645386,0.5045440793037415,-0.0678774043917656,0.6443703174591064,0.567314863204956,-0.035580720752477646,A
0.5333477854728699,0.7131248712539673,-4.505254764808342e-07,0.4841805696487427,0.66347336769104,-0.009672069922089577,0.4616408348083496,0.5890926718711853,-0.013335681520402431,0.4555289149284363,0.529427707195282,-0.02004208229482174,0.4398742616176605,0.4881714880466461,-0.02422375977039337,0.4967557489871979,0.5415828227996826,0.008255556225776672,0.4940357804298401,0.49773135781288147,-0.018415866419672966,0.4958617389202118,0.5474627614021301,-0.03646380454301834,0.49719908833503723,0.5927712321281433,-0.043691448867321014,0.5312401652336121,0.5512767434120178,0.0021532864775508642,0.529775083065033,0.5036830306053162,-0.026345625519752502,0.5231781601905823,0.567841112613678,-0.03584370017051697,0.5212336778640747,0.6175326704978943,-0.03392992168664932,0.5637626647949219,0.5716812014579773,-0.008372168987989426,0.5633581280708313,0.5285638570785522,-0.03526784107089043,0.5484030842781067,0.5868598818778992,-0.029753832146525383,0.5415001511573792,0.6313148140907288,-0.01715793088078499,0.5967339277267456,0.5997815132141113,-0.019959010183811188,0.5940836071968079,0.5627569556236267,-0.03484932705760002,0.5756837725639343,0.5940901041030884,-0.02680067904293537,0.5653029680252075,0.6220722198486328,-0.015537532977759838,A
0.49836093187332153,0.7284212112426758,-6.07535525887215e-07,0.42056888341903687,0.7139818668365479,-0.004426924511790276,0.3533569872379303,0.6571117639541626,-0.004677983466535807,0.3089534044265747,0.6138445734977722,-0.011600691825151443,0.2681705355644226,0.5916630625724792,-0.016515325754880905,0.35952016711235046,0.5736289620399475,0.028871141374111176,0.32161206007003784,0.5334208607673645,-0.0032088791485875845,0.3516441285610199,0.5769133567810059,-0.02670644409954548,0.3830658495426178,0.6164369583129883,-0.03589963912963867,0.3955219089984894,0.5474380254745483,0.017856763675808907,0.35771381855010986,0.4998258948326111,-0.015848439186811447,0.3908121585845947,0.5681292414665222,-0.03009159304201603,0.42135077714920044,0.6146901845932007,-0.028403393924236298,0.43984487652778625,0.5298177599906921,0.0011643022298812866,0.40299075841903687,0.482207328081131,-0.030961357057094574,0.4292689859867096,0.5588403940200806,-0.02471441961824894,0.4546252489089966,0.6081922054290771,-0.008540373295545578,0.49172794818878174,0.521018385887146,-0.016407091170549393,0.4569908678531647,0.4846244156360626,-0.03342575579881668,0.4629404544830322,0.5402088165283203,-0.02175809070467949,0.47753381729125977,0.5786551833152771,-0.005862262565642595,A
0.5180704593658447,0.7327569127082825,-6.0923929368073e-07,0.5004101991653442,0.6328717470169067,-0.009178809821605682,0.528113842010498,0.5281644463539124,-0.009625961072742939,0.5562610030174255,0.4634869396686554,-0.01423252560198307,0.5579384565353394,0.40938252210617065,-0.016062146052718163,0.5811105966567993,0.5226717591285706,0.013414465822279453,0.6053735613822937,0.47073590755462646,-0.018520960584282875,0.5787747502326965,0.5245264768600464,-0.03998391330242157,0.5529817938804626,0.57533860206604,-0.04800063371658325,0.6122059226036072,0.5678402781486511,0.005406547337770462,0.637580931186676,0.5162691473960876,-0.029666226357221603,0.5948701500892639,0.5754746198654175,-0.04147171974182129,0.5641288757324219,0.6252065896987915,-0.03846069052815437,0.636135995388031,0.6220372915267944,-0.007942070253193378,0.6596118807792664,0.5745434165000916,-0.039822693914175034,0.6117869019508362,0.6215428709983826,-0.03282474726438522,0.5797926783561707,0.6619510650634766,-0.016955018043518066,0.6567365527153015,0.682682454586029,-0.02242184616625309,0.6712357401847839,0.6384362578392029,-0.03871085122227669,0.6361007690429688,0.6539376974105835,-0.027817703783512115,0.6125401258468628,0.673744261264801,-0.01335480622947216,A
0.3495599925518036,0.5287575721740723,-8.076718813754269e-07,0.2638182044029236,0.475585401058197,-0.003133946331217885,0.21552765369415283,0.37661874294281006,0.0007604033453390002,0.19383299350738525,0.2970459461212158,-0.0029709048103541136,0.1622418761253357,0.2467069923877716,-0.003758403705433011,0.25623369216918945,0.29023638367652893,0.036406129598617554,0.22831958532333374,0.2305411696434021,0.0005300744669511914,0.23666387796401978,0.3029491603374481,-0.023290211334824562,0.25507181882858276,0.3636443316936493,-0.03185941278934479,0.3015845715999603,0.28119686245918274,0.02416030690073967,0.27309274673461914,0.20871728658676147,-0.014201381243765354,0.27702105045318604,0.3069077730178833,-0.026906104758381844,0.2955041825771332,0.3648420572280884,-0.022579491138458252,0.3523091971874237,0.28459325432777405,0.004800932481884956,0.32680660486221313,0.21147887408733368,-0.03167535364627838,0.32135435938835144,0.3118782937526703,-0.022331805899739265,0.33401966094970703,0.3686845898628235,-0.0032086397986859083,0.4086916446685791,0.2998224198818207,-0.015709852799773216,0.382761687040329,0.24535506963729858,-0.034760843962430954,0.3645651638507843,0.3050903081893921,-0.022847505286335945,0.3677012026309967,0.3430749773979187,-0.006518416106700897,A
0.5695085525512695,0.9694408178329468,-6.278177693275211e-07,0.4938340187072754,0.9112740755081177,-0.011830474250018597,0.44321325421333313,0.8130124807357788,-0.013810567557811737,0.4176451563835144,0.7365231513977051,-0.020734207704663277,0.3905452489852905,0.681634247303009,-0.023453108966350555,0.47883927822113037,0.7363321781158447,0.024091491475701332,0.46429380774497986,0.6763921976089478,-0.012590697966516018,0.4774095416069031,0.74708491563797,-0.0362638495862484,0.49201107025146484,0.7993905544281006,-0.045258890837430954,0.5266779065132141,0.7293834090232849,0.015443778596818447,0.5126572251319885,0.6609034538269043,-0.022693244740366936,0.5163818001747131,0.7544940114021301,-0.03513660654425621,0.5283871293067932,0.8009557127952576,-0.03195945918560028,0.5768875479698181,0.7385101318359375,-0.00020302706980146468,0.5657166242599487,0.6705577373504639,-0.036866504698991776,0.5580883622169495,0.7609236836433411,-0.026086222380399704,0.5638408660888672,0.806911051273346,-0.006491110660135746,0.6285925507545471,0.759486734867096,-0.017418814823031425,0.615165114402771,0.7117505073547363,-0.03466498479247093,0.597631573677063,0.7693320512771606,-0.019895512610673904,0.5959847569465637,0.8018007874488831,-0.0021080730948597193,A
0.4476209878921509,0.6300234794616699,-1.187749944620009e-06,0.3339713215827942,0.4739076495170593,-0.012512551620602608,0.303198903799057,0.2754974961280823,-0.008620921522378922,0.3079577684402466,0.13182339072227478,-0.014162443578243256,0.2809791564941406,0.031271547079086304,-0.012891160324215889,0.38515952229499817,0.18016435205936432,0.043903086334466934,0.3995181918144226,0.06273026764392853,-0.01720319502055645,0.39449542760849,0.18441063165664673,-0.05630552023649216,0.3894399404525757,0.29769203066825867,-0.06993868201971054,0.4723640978336334,0.20453286170959473,0.02629384584724903,0.49201521277427673,0.07781469821929932,-0.03743256628513336,0.46236452460289,0.23534516990184784,-0.05640430003404617,0.45177897810935974,0.3391607701778412,-0.04864194989204407,0.555679202079773,0.2599257826805115,-0.0026659874711185694,0.5828080773353577,0.13495826721191406,-0.06243780627846718,0.532483696937561,0.2762121260166168,-0.04285299405455589,0.509360671043396,0.369458943605423,-0.00934723298996687,0.6359559297561646,0.339607834815979,-0.03393521532416344,0.6499682068824768,0.24604719877243042,-0.06629852950572968,0.5931459069252014,0.32314497232437134,-0.04357084259390831,0.560824453830719,0.3803586959838867,-0.014706107787787914,A
